//ID,DBName,kROName,iROName,Lvl,HP,SP,BaseExp,JobExp,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,MVPExp,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,//Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
//===================================================================================================================================================================================================================================================================================================================================================================================================================
1095,ANDRE,Monstro Katon E,Monstro Katon E,1,58978,0,100,456234,2,360,560,45,45,350,280,300,350,300,340,10,12,0,2,20,0x583,400,1872,672,480,0,0,0,0,0,0,0,0,512,140,13100,100,13152,50,556,140,13101,100,13153,50,572,140,13105,100,13157,50,0,0

1096,ANGELING,Angeling,Angeling,20,55000,0,163,144,1,120,195,0,70,1,50,20,75,68,200,10,12,1,8,86,0x000037B5,200,1072,672,672,0,0,0,,0,,0,,2254,100,2324,60,610,500,2282,1,509,2000,512,28,714,40,0,,0,,4054,1

1097,ANT_EGG,Monstro Suiton E,Monstro Suiton E,1,58978,0,100,456234,2,360,560,45,45,350,280,300,350,300,340,10,12,0,2,20,0x583,400,1872,672,480,0,0,0,0,0,0,0,0,558,140,13102,100,13154,50,575,140,13151,100,13160,50,0,0,0,0,0,0,0,01098,ANUBIS,Anubis,Anubis,55,12359,0,2906,2700,1,688,812,0,45,1,69,55,75,95,95,10,12,1,8,26,0x00000000,200,2000,1000,500,0,0,0,,0,,0,,,,504,600,2601,5,1007,15,0,,0,,0,,0,,0,,4138,1

1099,VERME_CHEFE,Verme Chefe,Verme Chefe,100,296000,0,2400,350000,1,735,765,17,17,300,300,300,300,300,300,10,12,2,4,20,0x3695,300,792,792,336,0,0,0,0,0,0,0,0,1042,40,919,10000,757,20,993,40,0,0,719,1,0,0,0,0,0,0,0,0

1100,ARGOS,Aranha Marrom,Aranha Marrom,80,250000,1,0,188,1,2500,3500,20,15,95,100,100,95,200,100,10,12,2,4,25,0x00003195,300,1468,468,768,0,0,0,,0,,0,,1025,200,508,20,0,,0,,0,,0,,0,,0,,0,,0,

1101,JOUNIN,Mestre Katon,Mestre Katon,99,15000000,3000,2,2,1,2500,7500,15,35,800,400,600,600,600,300,10,12,1,7,20,0x13B5,125,2000,325,325,10,10000,516,10000,12208,10000,7206,10000,749,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1102,BATHORY,Monstro Katon A,Monstro Katon A,50,88978,0,100,856234,2,5360,6560,20,20,550,380,500,550,300,340,10,12,2,2,63,0x3583,400,1872,672,480,0,0,0,0,0,0,0,0,13161,70,13100,140,13152,100,13162,70,13101,140,13153,100,13166,70,13105,140,13157,100,0,0

1103,CARAMEL,Porco-Espinho,Porco-Espinho,77,235000,1,0,162,1,2219,3169,15,10,94,98,90,94,200,100,10,12,0,2,20,0x91,200,1604,840,756,0,0,0,0,0,0,0,0,1027,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1104,COCO,Koko,Koko,17,817,0,120,78,1,56,67,0,0,24,17,34,20,24,10,10,12,0,2,22,0x00000091,150,1864,864,1008,0,0,0,,0,,0,,1026,9000,,,914,3000,919,2500,516,500,,,578,600,0,,0,,4041,1

1105,DENIRO,Deniro,Deniro,19,760,0,135,85,1,68,79,15,0,1,19,30,20,43,10,10,12,0,4,22,0x0000118B,150,1288,288,576,0,0,0,,0,,0,,955,9000,910,3000,938,1200,990,50,1001,8,1002,450,757,34,0,,0,,4043,1

1106,AKAMARU,Akamaru,Akamaru,70,69000,0,1200,1,1,340,360,10,10,300,150,300,300,300,300,10,12,0,0,20,0xF9D,200,1120,420,288,0,0,0,0,0,0,0,0,1053,200,7030,100,7172,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1107,DESERT_WOLF_B,Filhote de Lobo do Deserto,Filhote de Lobo do Deserto,9,164,0,20,16,1,30,36,0,0,1,9,9,5,21,40,10,12,0,2,23,0x00001089,300,1600,900,240,0,0,0,,0,,0,,1010,85,919,5500,2306,80,517,600,2301,200,13011,5,582,1000,0,,0,,4023,1

1108,DEVIACE,Deviace,Deviace,47,20090,0,9988,7207,1,514,1024,10,20,1,47,62,48,62,25,10,12,1,5,81,0x00000091,400,1680,480,384,0,0,0,,0,,0,,995,25,1053,9000,1054,1000,5011,2,971,200,1256,3,756,161,0,,0,,4125,1

1109,DEVIRUCHI,Deviruchi,Deviruchi,46,6666,0,2662,1278,1,475,560,10,25,1,69,40,55,70,30,10,12,0,6,27,0x3795,150,980,600,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1110,DOKEBI,Dokebi,Dokebi,33,2697,0,889,455,1,197,249,0,10,50,50,40,35,69,40,10,12,0,6,27,0x00000191,250,1156,456,384,0,0,0,,0,,0,,1021,9000,757,150,1517,2,1613,1,969,1,1501,300,1005,5,0,,0,,4098,1

1111,DRAINLIAR,Drainliar,Drainliar,24,1162,0,431,176,1,74,84,0,0,1,36,24,0,78,0,10,12,0,2,47,0x00003095,250,1276,576,384,0,0,0,,0,,0,,1011,60,913,3000,725,20,507,1000,7006,5500,7006,1500,756,40,0,,0,,4069,1


1112,DRAKE,Drake,Drake,70,326666,0,28600,22880,1,1800,2100,20,35,85,80,49,75,79,50,10,12,1,1,29,0x000037B5,400,620,420,360,14300,10000,504,5000,719,500,0,,1127,600,1125,950,1135,150,1128,400,5019,350,985,3200,984,2300,0,,0,,4137,1

1113,DROPS,Drops,Drops,3,55,0,4,3,1,10,13,0,0,1,3,3,0,12,15,10,12,1,3,23,0x00000083,400,1372,672,480,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,

1114,ABELHA,Abelha,Abelha,130,390000,0,3000,340000,3,870,910,20,20,400,400,400,400,400,400,10,12,0,4,24,0x91,150,1004,504,384,0,0,0,0,0,0,0,0,1057,100,1058,2,0,0,0,0,1001,100,507,10000,7188,10000,0,0,0,0,0,0

1115,EDDGA,Eddga,Eddga,65,152000,0,25025,12870,1,1215,1565,15,15,78,70,85,66,90,85,10,12,2,2,23,0x000037B5,300,872,1344,432,12512,10000,1029,5000,1030,1000,994,3000,1133,150,2268,250,518,10000,1258,500,1030,250,985,2300,984,1700,0,,0,,4123,1

1116,EGGYRA,Eggyra,Eggyra,24,633,0,215,220,1,85,107,20,25,1,36,24,0,32,0,10,12,1,0,48,0x00000091,200,1816,816,288,0,0,0,,0,,0,,911,1000,5015,20,7032,550,507,1000,643,300,645,250,757,57,0,,0,,4070,1

1117,EVIL_DRUID,Druida Malígno,Druida Malígno,58,16506,0,2890,1827,1,420,670,5,60,1,29,58,80,68,30,10,12,2,1,89,0x00003695,300,2276,576,336,0,0,0,,0,,0,,2217,10,1615,1,2508,2,1551,10,610,200,7478,4,509,2000,0,,0,,4141,1

1118,PLANTA_CARNIVORAA,Planta Carnívora,Planta Carnívora,130,333000,0,3500,410000,4,880,920,20,20,300,300,300,300,300,300,10,12,2,3,20,0x84,1000,1432,432,576,0,0,0,0,0,0,0,0,1032,180,2253,3,0,0,0,0,629,20,905,40,748,1,0,0,0,0,0,0

1119,FRILLDORA,Frilldora,Frilldora,30,2023,0,529,319,1,200,239,0,10,35,30,38,15,53,30,10,12,1,2,23,0x00000091,300,1540,720,432,0,0,0,,0,,0,,1012,5500,757,90,903,1500,721,15,715,200,507,800,912,120,0,,0,,4088,1

1120,GHOSTRING,Ghostring,Ghostring,18,73300,0,101,108,1,82,122,0,60,40,27,18,45,72,30,10,12,1,6,88,0x000037B5,300,1220,1080,648,0,0,0,,0,,0,,1059,5335,2274,100,2336,50,604,500,603,10,714,30,695,100,0,,0,,4047,1

1121,ESCAVADOR,Escavador,Escavador,100,398000,0,2400,350000,1,740,770,18,18,300,300,300,300,300,300,10,12,0,6,20,0x91,200,848,1296,432,0,0,0,0,0,0,0,0,997,20,0,0,1040,40,0,0,0,0,1001,200,1026,200,0,0,0,0,0,0

1122,GOBLIN_1,Goblin,Goblin,25,1176,0,310,188,1,118,140,10,5,1,53,25,20,38,10,10,12,1,7,24,0x00003695,100,1120,620,240,0,0,0,,0,,0,,998,270,911,9000,756,43,2297,3,0,,2104,5,507,1800,0,,0,,4060,1

1123,GOBLIN_2,Goblin,Goblin,24,1034,0,287,176,1,88,100,10,5,1,24,24,15,66,10,10,12,1,7,23,0x00003095,150,1320,620,240,0,0,0,,0,,0,,998,250,911,9000,5010,3,1511,10,2104,1,507,1550,2297,3,0,,0,,4060,1

1124,GOBLIN_3,Goblin,Goblin,24,1034,0,357,176,1,132,165,10,5,1,24,24,15,24,10,10,12,1,7,25,0x0000308D,250,1624,624,240,0,0,0,,0,,0,,998,230,911,9000,2275,3,5088,15,2104,1,507,1550,508,220,0,,0,,4060,1

1125,GOBLIN_4,Goblin,Goblin,23,1359,0,264,164,1,109,131,10,5,1,23,46,15,36,10,10,12,1,7,22,0x0000308D,200,1624,624,240,0,0,0,,0,,0,,993,100,998,170,5087,15,2263,3,1508,10,2104,1,507,1500,0,,0,,4060,1

1126,GOBLIN_5,Goblin,Goblin,22,1952,0,241,152,1,105,127,10,5,1,22,22,15,32,10,10,12,1,7,21,0x0000308D,300,3074,1874,480,0,0,0,,0,,0,,998,150,911,9000,1605,15,2104,1,5089,15,507,1500,508,220,0,,0,,4060,1

1127,HODE,Hode,Hode,26,2282,0,550,300,1,146,177,0,30,1,26,42,5,49,40,10,12,1,2,42,0x00000081,200,1480,480,720,0,0,0,,0,,0,,993,120,1055,9000,757,80,938,3000,1146,10,7021,1,632,20,0,,0,,4081,1

1128,BESOURO,Besouro,Besouro,162,755000,0,4200,600000,1,1400,1450,25,25,300,300,300,300,300,300,10,12,1,4,24,0x191,200,152,528,288,0,0,0,0,0,0,0,0,993,1,1011,2,947,20,0,0,935,200,943,100,0,0,0,0,0,0,0,0

1129,HORONG,Horong,Horong,34,1939,0,786,479,1,275,327,99,50,1,34,10,0,50,0,10,12,0,0,83,0x0000308D,400,1888,1152,828,0,0,0,,0,,0,,953,6500,912,500,2279,5,1752,10000,757,118,633,20,970,50,0,,0,,4103,1

1130,JAKK,Jakk,Jakk,38,3581,0,1408,880,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x00003695,200,1180,480,648,0,0,0,,0,,0,,1062,9000,912,900,985,31,2331,5,1008,5,535,1000,0,,0,,0,,4109,1

1131,JOKER,Coringa,Coringa,57,12450,0,3706,2362,1,621,738,10,35,1,143,47,75,98,175,10,12,2,7,84,0x00003695,100,1364,864,432,0,0,0,,0,,0,,912,2000,0,,641,20,508,1000,1259,1,984,100,695,100,0,,0,,4139,1

1132,KHALITZBURG,Khalitzburg,Khalitzburg,63,19276,0,4378,2750,1,875,,45,10,58,65,48,5,73,40,10,12,2,1,29,0x00003695,350,528,1000,396,0,0,0,,0,,0,,932,8000,985,191,5017,1,2108,2,1004,10,509,2000,1127,2,0,,0,,4136,1

1133,KOBOLD_1,Cobold,Cobold,36,3893,0,988,625,1,265,318,15,10,1,90,36,30,52,20,10,12,1,7,44,0x0000308D,150,1028,528,360,0,0,0,,0,,0,,999,100,1034,5335,912,700,757,25,0,,2104,5,0,,0,,0,,4091,1

1134,KOBOLD_2,Cobold,Cobold,31,2179,0,806,407,1,262,324,15,10,1,31,31,20,46,20,10,12,1,7,45,0x0000308D,200,1,528,360,0,0,0,,0,,0,,999,100,1034,5335,912,200,2104,3,508,100,2101,100,0,,0,,0,,4091,1

1135,KOBOLD_3,Cobold,Cobold,31,2179,0,644,407,1,186,216,15,10,1,31,31,20,88,20,10,12,1,7,43,0x0000308D,300,1228,528,360,0,0,0,,0,,0,,990,35,999,100,1034,5335,912,200,0,,2104,3,508,100,0,,0,,,10000

//1136,KOBOLD_4,Cobold,Cobold,30,3503,0,481,290,1,168,199,15,10,1,30,30,20,50,20,10,12,1,7,41,0x00000000,200,2200,1000,500,0,0,0,,0,,0,,999,50,1034,5500,912,100,1355,5,2104,3,502,100,1301,150,0,,0,,4091,1

//1137,KOBOLD_5,Cobold,Cobold,30,2462,0,481,290,1,168,199,15,10,1,30,60,20,45,20,10,12,1,7,42,0x00000000,200,2000,1000,500,0,0,0,,0,,0,,999,40,1034,5500,912,100,1514,5,2104,3,502,100,1501,150,0,,0,,4091,1

1138,MAGNOLIA,Magnólia,Magnólia,26,3195,0,393,248,1,120,151,5,30,1,26,26,0,39,5,10,12,0,6,21,0x00000183,250,1560,360,360,0,0,0,,0,,0,,7031,9000,910,800,911,100,912,10,737,40,508,400,0,,0,,0,,4076,1

1139,LOUVA_A_DEUS,Louva-a-Deus,Louva-a-Deus,130,390000,0,3500,350000,2,870,910,20,20,300,300,300,300,300,300,10,12,1,4,27,0x3095,200,1528,660,432,0,0,0,0,0,0,0,0,993,1,1031,1,911,10000,757,60,943,40,721,1,0,0,0,0,0,0,0,0

//1140,MARDUK,Marduk,Marduk,40,4214,0,1238,752,1,315,382,0,60,1,40,20,79,78,20,10,12,2,7,23,0x00003095,300,1540,840,504,0,0,0,,0,,0,,994,35,1045,4365,1608,10,2617,1,1614,3,691,100,642,20,0,,0,,4112,1

1141,MARINA,Marina,Marina,21,2087,0,218,140,1,84,106,0,5,1,21,21,0,36,10,10,12,0,3,41,0x00000081,400,2280,1080,864,0,0,0,,0,,0,,1052,5000,938,1500,991,45,995,2,717,200,631,20,0,,0,,0,,4055,1
1142,MARINE_SPHERE,Esfera Marinha,Esfera Marinha,28,3518,0,461,284,1,120,320,0,40,1,28,28,0,33,50,10,12,0,3,41,0x00000000,800,1201,1,1,0,0,0,,0,,0,,1050,5000,1051,2500,1520,10,720,10,717,150,10003,10,0,,0,,0,,4084,1
1143,MARIONETTE,Marionette,Marionette,41,3222,0,1078,1276,1,355,422,0,25,1,62,36,44,69,45,10,12,0,6,68,0x00003195,300,1480,480,1056,0,0,0,,0,,0,,1060,9000,2294,5,2605,1,699,100,1520,15,2407,1,5141,3,0,,0,,4113,1
1144,MARSE,Marte,Marte,31,5034,0,586,370,1,211,252,0,5,1,31,25,5,52,30,10,12,0,5,41,0x00000091,300,1956,756,528,0,0,0,,0,,0,,1024,9000,962,3000,717,200,720,10,995,12,1007,5,514,300,0,,0,,4095,1
1145,MARTIN,Martin,Martin,18,1109,0,134,86,1,52,63,0,5,12,18,30,15,15,5,10,12,0,2,42,0x00000081,300,1480,480,480,0,0,0,,0,,0,,1017,9000,0,,,,2225,5,5009,1,10010,10,2224,15,0,,0,,4046,1
1146,MATYR,Matyr,Matyr,31,2585,0,967,407,1,134,160,0,0,1,47,38,5,64,5,10,12,1,2,27,0x00003095,150,432,432,360,0,0,0,,0,,0,,2618,10,528,5000,919,5500,537,400,757,100,514,200,0,,0,,0,,4097,1
1147,INSETO_RAINHA,Inseto Rainha,Inseto Rainha,162,870000,0,4200,600000,1,2000,2050,25,25,310,310,310,310,310,310,10,7,2,4,22,0x37B5,200,664,1000,480,0,0,0,0,0,0,0,0,10006,1,969,20,0,0,639,60,7020,20,985,40,984,200,0,0,0,0,0,0
1148,MEDUSA,Medusa,Medusa,79,16408,0,6876,4697,1,827,1100,28,18,1,74,50,57,77,69,10,12,1,6,40,0x00003795,180,1720,1320,360,0,0,0,,0,,0,,1048,5335,1965,250,702,200,2610,150,722,250,967,3500,1007,3,0,,0,,4124,1
1149,MINOROUS,Minorous,Minorous,52,7431,0,2750,1379,1,590,770,15,5,65,42,61,66,52,25,10,12,2,2,43,0x00003095,200,1360,960,432,0,0,0,,0,,0,,941,5335,756,196,1361,2,1005,10,516,1500,1301,200,568,300,0,,0,,4126,1
1150,MOONLIGHT,Flor do Luar,Flor do Luar,80,51112,0,27500,14300,1,1200,1700,10,55,1,99,55,82,95,120,10,12,1,6,63,0x000037B5,150,1276,576,288,13750,10000,1022,5000,504,1500,728,500,5008,1000,1234,100,1525,150,10008,500,638,650,985,2600,984,1900,0,,0,,4131,1
1151,MYST,Névoa,Névoa,38,3745,0,1391,688,1,365,445,0,40,1,38,18,0,53,10,10,12,2,0,25,0x00003695,200,1576,576,384,0,0,0,,0,,0,,5005,2,1019,800,10005,10,756,65,757,97,605,20,514,35,0,,0,,4108,1
1152,ORC_SKELETON,Orc Esqueleto,Orc Esqueleto,28,2278,0,315,194,1,190,236,10,10,1,14,18,0,30,15,10,12,1,1,29,0x00003885,200,2420,720,648,0,0,0,,0,,0,,922,5500,932,3500,757,80,2299,2,1358,10,511,50,0,,0,,0,,4085,1
1153,ORC_ZOMBIE,Orc Zumbi,Orc Zumbi,24,1568,0,196,120,1,151,184,5,10,1,12,24,0,24,5,10,12,1,1,29,0x00003885,400,2852,1152,840,0,0,0,,0,,0,,1043,5500,938,3000,714,1,0,,0,,0,,0,,0,,0,,4071,1

1154,NUKENIN_LADRAO,Nukenin Ladrão,Nukenin Ladrão,99,2111230,0,4000,592380,1,14189,18289,37,39,999,300,300,300,999,300,10,12,1,7,20,0x79D,300,100,500,500,0,0,0,0,0,0,0,0,721,20,1466,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1155,PETIT,Petite Terrestre,Petite Terrestre,44,6881,0,1677,1034,1,360,427,30,30,1,44,62,55,79,60,10,12,1,9,22,0x00003095,200,1624,620,384,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1156,PETIT_,Petite Voador,Petite Voador,45,5747,0,1758,1075,1,300,355,20,45,1,113,45,55,73,80,10,12,1,9,24,0x00003095,150,1420,1080,528,0,0,0,,0,,0,,1036,5335,1037,300,985,61,509,1000,13006,5,912,1500,606,15,0,,0,,4120,1
1157,PHARAOH,Faraó,Faraó,93,445997,0,114990,41899,1,2267,3015,67,70,1,93,100,104,89,112,10,12,2,7,67,0x000037B5,125,868,768,288,57495,10000,607,5500,526,5000,732,5000,7113,5820,7114,2500,1136,100,2327,150,5002,500,1552,300,1231,80,0,,0,,4148,1
1158,PHEN,Fen,Fen,77,235000,1,0,226,1,2219,3169,15,10,94,98,90,94,200,100,10,12,1,5,41,0x00000091,150,2544,1344,1152,0,0,0,,0,,0,,1023,200,963,20,0,,0,,0,,0,,0,,0,,0,,0,
1159,INSETO_GUARDIAO,Inseto Guardião,Inseto Guardião,162,753000,0,4200,600000,1,2000,2050,25,25,300,300,300,300,300,300,10,12,2,2,22,0x37B5,200,720,1020,288,0,0,0,0,0,0,0,0,1015,200,0,0,0,0,1014,1,0,0,985,100,984,100,0,0,0,0,0,0
1160,PIERE,Piere,Piere,18,733,0,122,78,1,64,75,15,0,1,18,26,20,27,15,10,12,0,4,22,0x0000118B,200,1288,288,576,0,0,0,,0,,0,,955,9000,910,1100,938,600,992,30,1001,5,1002,400,757,31,0,,0,,4043,1
1161,PLANKTON,Plankton,Plankton,10,354,0,23,18,1,26,31,0,5,1,10,10,0,15,0,10,12,0,3,61,0x00000081,400,2208,1008,324,0,0,0,,0,,0,,1052,9000,910,300,938,700,970,4,713,1000,630,20,645,50,0,,0,,4024,1
1162,RAFFLESIA,Rafflesia,Rafflesia,17,1333,0,333,333,3,105,127,0,2,1,18,24,11,37,10,10,12,0,3,22,0x00003885,150,512,528,240,0,0,0,,0,,0,,1033,5500,911,1600,706,2,708,10,703,10,711,550,509,30,0,,0,,4083,1

1163,ESPADACHIM,Espadachim,Espadachim,130,390000,0,3000,380000,5,870,910,20,20,300,300,300,300,300,300,10,12,2,7,23,0x3095,150,824,780,420,0,0,0,0,0,0,0,0,985,60,0,0,0,0,0,0,0,0,1004,1,7054,10000,0,0,0,0,0,0

1164,REQUIEM,Réquiem,Réquiem,35,3089,0,800,458,1,220,272,0,15,1,53,35,5,57,2,10,12,1,7,27,0x00003885,400,1516,816,432,0,0,0,,0,,0,,603,35,714,1,912,2500,958,3500,934,1500,2308,10,7477,1,0,,0,,4104,1
1165,SAND_MAN,Monstro de Areia,Monstro de Areia,80,250000,1,0,0,1,2500,3500,20,15,95,100,100,95,200,100,10,12,1,0,62,0x00003885,250,1672,720,288,0,0,0,,0,,0,,1056,200,7043,20,0,,0,,0,,0,,0,,0,,0,,0,
1166,SAVAGE,Selvagem,Selvagem,26,2092,0,521,248,1,120,150,10,5,1,26,54,10,37,15,10,12,2,2,42,0x00000091,150,1960,960,384,0,0,0,,0,,0,,1028,9000,514,300,702,2,2276,1,605,10,757,70,,2,0,,0,,4078,1
1168,SCORPION_KING,Rei Escorpião,Rei Escorpião,50,6354,0,2187,1346,1,500,603,40,10,1,50,47,1,83,30,10,12,2,7,23,0x00000000,200,1700,1000,500,0,0,0,,0,,0,,994,45,1046,5500,1005,15,904,5000,943,3000,504,700,0,,0,,0,,4130,1

1169,OPERARIO,Operário,Operário,100,392000,0,2400,1,2,720,740,15,15,300,300,300,300,300,300,10,12,1,1,20,0x3885,200,720,720,384,0,0,0,0,0,0,0,0,998,100,1041,2,757,40,0,0,999,20,1003,160,1002,10000,0,0,0,0,0,0

1170,SOHEE,Sohee,Sohee,33,5628,0,739,455,1,210,251,0,10,1,33,33,10,58,15,10,12,1,6,21,0x00000191,250,2112,912,576,0,0,0,,0,,0,,1020,9000,1049,50,2277,1,,,0,,507,1000,662,350,0,,0,,4100,1
//1171,SOLDIER_ANDRE,Andre Soldado,Andre Soldado,22,1245,0,219,138,1,105,127,20,0,1,22,44,20,40,10,10,12,0,4,42,0x00000000,200,1001,1,1,0,0,0,,0,,0,,1014,2700,911,800,757,10,1111,15,1001,30,943,150,0,,0,,0,,4059,1
//1172,SOLDIER_DENIRO,Deniro Soldado,Deniro Soldado,29,2047,0,450,274,1,162,193,20,0,1,29,58,20,54,10,10,12,0,4,42,0x00000000,200,2000,1000,500,0,0,0,,0,,0,,1014,5500,911,2000,757,15,1111,20,943,270,1001,50,0,,0,,0,,4059,1
//1173,SOLDIER_PIERE,Piere Soldado,Piere Soldado,23,1217,0,240,149,1,109,131,25,0,1,23,46,20,38,10,10,12,0,4,42,0x00000000,200,1001,1,1,0,0,0,,0,,0,,1014,3100,911,800,911,10,1114,15,1001,35,943,200,0,,0,,0,,4059,1
1174,STAINER,Percevejo,Percevejo,16,538,0,105,70,1,53,64,10,0,1,40,16,5,30,5,10,12,0,4,24,0x00000191,200,1688,1188,612,0,0,0,,0,,0,,992,70,1011,30,1013,9000,910,2100,757,25,943,10,1002,300,0,,0,,4039,1
1175,TAROU,Tarou,Tarou,11,284,0,57,28,1,34,45,0,0,1,20,11,10,24,5,10,12,0,2,27,0x00000091,150,1744,1044,684,0,0,0,,0,,0,,1016,9000,919,3000,949,800,528,1000,701,2,0,,0,,0,,0,,4028,1
1176,VITATA,Vitata,Vitata,20,894,0,163,101,1,69,80,15,20,1,20,25,65,40,70,10,12,0,4,22,0x00000191,300,1768,768,384,0,0,0,,0,,0,,0,,955,5000,911,200,518,350,518,350,526,200,756,26,0,,0,,4053,1
1177,DOKI,Doki,Doki,72,411733,0,2200,1200,1,809,1076,44,32,300,300,300,300,300,300,10,12,1,6,20,0x83,150,1180,480,360,0,0,0,0,0,0,0,0,957,10000,7266,100,1048,30,958,30,7513,2,0,0,0,0,0,0,0,0,0,0
1178,ZEROM,Zerom,Zerom,23,1109,0,240,149,1,127,155,0,10,1,23,23,5,42,0,10,12,1,7,23,0x00003885,200,1780,1080,432,0,0,0,,0,,0,,1011,55,998,190,2339,200,2265,3,2408,10,1002,300,1002,300,0,,0,,4064,1
1179,WHISPER,Monstro de Evento,Monstro de Evento,10,25,0,0,0,1,0,0,0,0,0,0,0,0,60,0,10,12,0,6,80,0x21,170,1960,960,504,0,0,0,0,0,0,0,0,7180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,NINE_TAIL,Raposa,Raposa,80,250000,1,0,3000000,1,2500,3500,20,25,95,100,100,95,200,100,10,12,1,2,63,0x00003695,150,840,540,480,0,0,0,,0,,0,,7611,2,0,,0,,0,,0,,0,,0,,0,,0,,0,
//1181,ZOMBIE_DRAGON,Dragão Zumbi,Dragão Zumbi,1,1000,0,49500,1650,9,7900,9140,0,0,1,145,145,145,130,120,10,12,2,9,89,0x00000000,400,2700,1000,500,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1182,THIEF_MUSHROOM,Cogumelo de Gatuno,Cogumelo de Gatuno,1,15,0,0,0,1,1,2,100,99,0,0,0,0,0,0,7,12,0,3,22,0x00000040,2000,1,1,1,0,0,0,,0,,0,,1069,1500,1070,3000,0,,0,,0,,0,,0,,0,,0,,0,
1183,CHONCHON_,ChonChon Raivoso,ChonChon Raivoso,4,67,0,5,4,1,10,13,10,0,1,10,4,5,12,2,10,12,0,4,24,0x00003985,200,1076,576,480,0,0,0,,0,,0,,998,50,935,5500,909,1500,0,,601,100,742,5,0,,0,,0,,4009,1
1184,FABRE_,Fabre Raivoso,Fabre Raivoso,1,30,0,1,0,1,4,7,0,0,1,2,1,1,4,5,10,12,0,4,22,0x00003985,400,1672,672,480,0,0,0,,0,,0,,914,2000,949,250,1502,80,721,2,511,350,705,500,1501,200,0,,0,,4002,0
1185,WHISPER_,Sussurro,Sussurro,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,10,12,1,2,20,0x81,150,1960,960,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,WHISPER_BOSS,Cochicho,Cochicho,34,5040,0,537,545,1,198,239,0,45,1,51,14,0,60,0,10,12,0,6,48,0x00003795,250,2536,1536,672,0,0,0,,0,,0,,1001,150,1059,5335,2282,1,2333,10,0,,0,,0,,0,,0,,4303,1
1187,SWITCH,Switch,Switch,1,2,0,1,1,1,1,2,0,0,1,1,1,0,1,0,1,12,1,0,20,0x00000000,1,1,1,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1188,BON_GUN,Tronco de madeira,Tronco de madeira,1,10,0,0,0,1,1,2,100,99,0,0,0,0,0,0,7,12,0,3,22,0x00000040,2000,1,1,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1189,ORC_ARCHER,Orc Arqueiro,Orc Arqueiro,49,7440,0,1729,1787,9,310,390,10,5,1,44,25,20,125,20,10,12,1,7,22,0x00003095,300,1960,620,480,0,0,0,,0,,0,,1063,4656,1753,1000,1756,2500,1755,2500,1716,2,507,1400,509,900,0,,0,,4256,1
1190,ORC_LORD,Senhor dos Orcs,Senhor dos Orcs,74,783000,0,62205,8580,1,2700,3150,40,5,85,82,30,70,110,85,10,12,2,7,82,0x000037B5,100,1248,500,360,31102,10000,968,5500,617,2000,0,,1363,200,2601,500,5007,150,2627,1000,0,,985,4268,984,3100,0,,0,,0,
//1191,MIMIC,Mímico,Mímico,51,6120,0,165,165,1,150,900,10,40,44,121,1,60,75,110,10,12,1,0,60,0x00003095,100,972,500,288,0,0,0,,0,,0,,617,5,603,45,1065,1200,611,3000,714,3,2626,1,757,270,0,,0,,4205,1
1192,WRAITH,Alma Penada,Alma Penada,53,10999,0,2199,1099,1,580,760,5,30,1,95,30,65,95,35,10,12,2,1,89,0x00003695,300,1816,576,240,0,0,0,,0,,0,,1059,5820,2206,10,2506,2,716,650,602,1300,2505,10,731,5,0,,0,,4190,1
1193,ALARM,Alarme,Alarme,58,10647,0,3987,2300,1,480,600,15,15,1,62,72,10,85,45,10,12,1,0,60,0x00003695,300,1020,500,768,0,0,0,,0,,0,,1095,5335,2607,1,7005,1500,611,1300,984,105,7026,20,912,1500,0,,0,,4244,1
